"count","slice_num","gene","coord_x","coord_y"
1,29,"Vip",3.00662476500188,5.60982441205258
2,29,"Slc17a7",6.77505766112441,6.07134772370732
3,29,"Slc17a7",2.18671143165242,3.21783195391536
1,29,"Vip",2.18671143165242,3.21783195391536
2,29,"Slc17a7",1.8485836701614,2.06454861313067
1,29,"Slc17a7",2.10740585289265,4.55203239521362
1,29,"Vip",2.10740585289265,4.55203239521362
1,29,"Tac2",7.79459500383686,5.85074365949964
1,29,"Slc17a7",7.79459500383686,5.85074365949964
2,29,"Slc17a7",2.63425381078025,5.35945082821924
1,29,"Pvalb",9.36530545152956,3.32997780042881
1,29,"Tac2",9.36530545152956,3.32997780042881
2,29,"Slc17a7",9.36530545152956,3.32997780042881
3,29,"Slc17a7",3.35669295937249,5.76512182286027
1,29,"Slc17a7",2.59982430685153,5.33313414794522
2,29,"Slc17a7",1.93968707968058,4.15241572729387
1,29,"Slc17a7",9.20899109231405,4.21495764967346
1,29,"Pvalb",7.32410082454977,4.92769735005318
2,29,"Slc17a7",7.32410082454977,4.92769735005318
1,29,"Vip",7.32410082454977,4.92769735005318
11,29,"Slc17a7",9.40012284515786,3.58467047735651
2,29,"Tac2",9.18708548523042,4.23822731667358
2,29,"Slc17a7",9.07978216411379,4.55305415644665
1,29,"Pvalb",3.07731871352914,5.65102424449535
1,29,"Slc17a7",3.07731871352914,5.65102424449535
1,29,"Vip",3.07731871352914,5.65102424449535
1,29,"Tac2",9.23931319878383,3.95733467775835
9,29,"Slc17a7",9.36938264032213,3.78973969127089
1,29,"Slc17a7",2.12833487086194,3.70738701092506
2,29,"Slc17a7",9.36216563896547,3.14549489819172
1,29,"Slc17a7",7.19072282684907,6.04097935348873
1,29,"Slc17a7",7.7744898022367,5.85264178184578
1,29,"Slc17a7",7.84599318573935,5.82472123520889
1,29,"Tac2",9.20732564848575,4.2009778722399
1,29,"Slc17a7",2.65178338494973,5.37259275556449
1,29,"Slc17a7",6.85361972476058,6.01446281721605
1,29,"Vip",6.85361972476058,6.01446281721605
