"count","bin","celltype","gene","mouse","cell_num","hemisphere","age"
0,77,"Glut","FEZF2","2","1458643401422100184","left","18"
1,77,"Glut","FEZF2","2","1458643401422100187","left","18"
0,75,"Glut","FEZF2","2","1458643401422100188","left","18"
0,76,"Glut","FEZF2","2","1458643401422100190","left","18"
1,76,"Glut","FEZF2","2","1458643401422100191","left","18"
0,78,"Glut","FEZF2","2","1458643401422100193","left","18"
0,78,"Glut","FEZF2","2","1458643401422100194","left","18"
0,78,"Glut","FEZF2","2","1458643401422100195","left","18"
3,77,"Glut","FEZF2","2","1458643401422100197","left","18"
0,77,"Glut","FEZF2","2","1458643401422100198","left","18"
0,78,"Glut","FEZF2","2","1458643401422100203","left","18"
0,79,"Glut","FEZF2","2","1458643401422100206","left","18"
0,79,"Glut","FEZF2","2","1458643401422100210","left","18"
0,80,"Glut","FEZF2","2","1458643401422100216","left","18"
1,77,"GABA","FEZF2","2","1458643401422100225","left","18"
0,78,"Glut","FEZF2","2","1458643401422100228","left","18"
0,78,"Glut","FEZF2","2","1458643401422100229","left","18"
0,79,"Glut","FEZF2","2","1458643401422100230","left","18"
1,80,"GABA","FEZF2","2","1458643401422100234","left","18"
0,79,"Glut","FEZF2","2","1458643401422100237","left","18"
0,81,"Glut","FEZF2","2","1458643401422100239","left","18"
1,79,"Glut","FEZF2","2","1458643401422100240","left","18"
0,81,"Glut","FEZF2","2","1458643401422100241","left","18"
0,79,"Glut","FEZF2","2","1458643401422100242","left","18"
0,82,"Glut","FEZF2","2","1458643401422100244","left","18"
0,78,"Glut","FEZF2","2","1458643401422100249","left","18"
0,79,"Glut","FEZF2","2","1458643401422100250","left","18"
0,81,"Glut","FEZF2","2","1458643401422100255","left","18"
0,83,"Glut","FEZF2","2","1458643401422100257","left","18"
0,80,"Glut","FEZF2","2","1458643401422100258","left","18"
0,79,"Glut","FEZF2","2","1458643401422100259","left","18"
0,82,"Glut","FEZF2","2","1458643401422100261","left","18"
0,81,"Glut","FEZF2","2","1458643401422100262","left","18"
0,80,"Glut","FEZF2","2","1458643401422100265","left","18"
0,79,"Glut","FEZF2","2","1458643401422100266","left","18"
0,80,"Glut","FEZF2","2","1458643401422100267","left","18"
0,83,"Glut","FEZF2","2","1458643401422100268","left","18"
0,80,"Glut","FEZF2","2","1458643401422100273","left","18"
0,82,"Glut","FEZF2","2","1458643401422100274","left","18"
0,79,"Glut","FEZF2","2","1458643401422100275","left","18"
0,84,"Glut","FEZF2","2","1458643401422100279","left","18"
0,82,"Glut","FEZF2","2","1458643401422100280","left","18"
0,81,"Glut","FEZF2","2","1458643401422100281","left","18"
0,82,"Glut","FEZF2","2","1458643401422100283","left","18"
0,80,"Glut","FEZF2","2","1458643401422100287","left","18"
0,80,"Glut","FEZF2","2","1458643401422100289","left","18"
0,81,"GABA","FEZF2","2","1458643401422100290","left","18"
0,84,"Glut","FEZF2","2","1458643401422100291","left","18"
0,80,"GABA","FEZF2","2","1458643401422100292","left","18"
0,83,"Glut","FEZF2","2","1458643401422100293","left","18"
0,82,"Glut","FEZF2","2","1458643401422100294","left","18"
0,85,"Glut","FEZF2","2","1458643401422100296","left","18"
0,82,"Glut","FEZF2","2","1458643401422100297","left","18"
0,82,"Glut","FEZF2","2","1458643401422100302","left","18"
0,82,"Glut","FEZF2","2","1458643401422100303","left","18"
0,80,"Glut","FEZF2","2","1458643401422200179","left","18"
0,80,"Glut","FEZF2","2","1458643401422200195","left","18"
0,65,"GABA","FEZF2","2","1458643401423100016","left","18"
0,63,"GABA","FEZF2","2","1458643401423100024","left","18"
0,66,"GABA","FEZF2","2","1458643401423100026","left","18"
1,64,"Glut","FEZF2","2","1458643401423100029","left","18"
8,65,"Glut","FEZF2","2","1458643401423100030","left","18"
1,64,"Glut","FEZF2","2","1458643401423100031","left","18"
6,66,"Glut","FEZF2","2","1458643401423100033","left","18"
0,63,"Glut","FEZF2","2","1458643401423100040","left","18"
0,65,"Glut","FEZF2","2","1458643401423100043","left","18"
6,65,"Glut","FEZF2","2","1458643401423100049","left","18"
1,64,"Glut","FEZF2","2","1458643401423100052","left","18"
6,65,"Glut","FEZF2","2","1458643401423100056","left","18"
4,66,"Glut","FEZF2","2","1458643401423100061","left","18"
7,67,"Glut","FEZF2","2","1458643401423100064","left","18"
6,66,"Glut","FEZF2","2","1458643401423100065","left","18"
11,68,"Glut","FEZF2","2","1458643401423100068","left","18"
0,68,"GABA","FEZF2","2","1458643401423100077","left","18"
2,68,"Glut","FEZF2","2","1458643401423100079","left","18"
5,68,"Glut","FEZF2","2","1458643401423100084","left","18"
3,67,"Glut","FEZF2","2","1458643401423100085","left","18"
2,69,"Glut","FEZF2","2","1458643401423100087","left","18"
2,67,"Glut","FEZF2","2","1458643401423100091","left","18"
2,68,"GABA","FEZF2","2","1458643401423100098","left","18"
0,69,"Glut","FEZF2","2","1458643401423100100","left","18"
5,67,"Glut","FEZF2","2","1458643401423100101","left","18"
0,70,"GABA","FEZF2","2","1458643401423100104","left","18"
3,68,"Glut","FEZF2","2","1458643401423100106","left","18"
1,69,"GABA","FEZF2","2","1458643401423100107","left","18"
1,71,"Glut","FEZF2","2","1458643401423100124","left","18"
1,70,"Glut","FEZF2","2","1458643401423100128","left","18"
1,71,"Glut","FEZF2","2","1458643401423100129","left","18"
0,70,"Glut","FEZF2","2","1458643401423100142","left","18"
0,71,"Glut","FEZF2","2","1458643401423100150","left","18"
1,70,"Glut","FEZF2","2","1458643401423100151","left","18"
4,71,"Glut","FEZF2","2","1458643401423100156","left","18"
0,71,"Glut","FEZF2","2","1458643401423100160","left","18"
1,71,"Glut","FEZF2","2","1458643401423100162","left","18"
0,72,"Glut","FEZF2","2","1458643401423100166","left","18"
1,72,"Glut","FEZF2","2","1458643401423100167","left","18"
0,71,"Glut","FEZF2","2","1458643401423100171","left","18"
1,72,"Glut","FEZF2","2","1458643401423100175","left","18"
0,73,"Glut","FEZF2","2","1458643401423100177","left","18"
0,73,"Glut","FEZF2","2","1458643401423100180","left","18"
8,73,"Glut","FEZF2","2","1458643401423100186","left","18"
1,72,"Glut","FEZF2","2","1458643401423100188","left","18"
0,73,"Glut","FEZF2","2","1458643401423100192","left","18"
1,73,"Glut","FEZF2","2","1458643401423100202","left","18"
0,73,"Glut","FEZF2","2","1458643401423100203","left","18"
2,73,"Glut","FEZF2","2","1458643401423100205","left","18"
0,73,"Glut","FEZF2","2","1458643401423100206","left","18"
1,74,"Glut","FEZF2","2","1458643401423100207","left","18"
1,75,"Glut","FEZF2","2","1458643401423100208","left","18"
1,74,"Glut","FEZF2","2","1458643401423100211","left","18"
4,74,"Glut","FEZF2","2","1458643401423100213","left","18"
0,73,"GABA","FEZF2","2","1458643401423100214","left","18"
1,74,"GABA","FEZF2","2","1458643401423100218","left","18"
0,76,"Glut","FEZF2","2","1458643401423100219","left","18"
0,75,"Glut","FEZF2","2","1458643401423100221","left","18"
0,74,"Glut","FEZF2","2","1458643401423100223","left","18"
0,76,"Glut","FEZF2","2","1458643401423100225","left","18"
1,75,"Glut","FEZF2","2","1458643401423100226","left","18"
0,75,"Glut","FEZF2","2","1458643401423100227","left","18"
0,76,"Glut","FEZF2","2","1458643401423100229","left","18"
0,75,"GABA","FEZF2","2","1458643401423100231","left","18"
0,75,"Glut","FEZF2","2","1458643401423100233","left","18"
0,76,"Glut","FEZF2","2","1458643401423100239","left","18"
0,75,"Glut","FEZF2","2","1458643401423100240","left","18"
0,76,"Glut","FEZF2","2","1458643401423100241","left","18"
0,77,"Glut","FEZF2","2","1458643401423100242","left","18"
0,77,"GABA","FEZF2","2","1458643401423100243","left","18"
0,76,"Glut","FEZF2","2","1458643401423100248","left","18"
0,77,"Glut","FEZF2","2","1458643401423100249","left","18"
0,75,"Glut","FEZF2","2","1458643401423100251","left","18"
0,75,"Glut","FEZF2","2","1458643401423100253","left","18"
0,75,"Glut","FEZF2","2","1458643401423100254","left","18"
2,76,"Glut","FEZF2","2","1458643401423100260","left","18"
0,75,"Glut","FEZF2","2","1458643401423100261","left","18"
0,76,"Glut","FEZF2","2","1458643401423100264","left","18"
0,76,"Glut","FEZF2","2","1458643401423100266","left","18"
0,79,"Glut","FEZF2","2","1458643401423100268","left","18"
0,77,"Glut","FEZF2","2","1458643401423100271","left","18"
0,78,"GABA","FEZF2","2","1458643401423100273","left","18"
0,76,"GABA","FEZF2","2","1458643401423100275","left","18"
0,78,"Glut","FEZF2","2","1458643401423100276","left","18"
0,76,"Glut","FEZF2","2","1458643401423100280","left","18"
0,78,"Glut","FEZF2","2","1458643401423100281","left","18"
0,78,"Glut","FEZF2","2","1458643401423100282","left","18"
0,78,"Glut","FEZF2","2","1458643401423100283","left","18"
0,77,"GABA","FEZF2","2","1458643401423100286","left","18"
0,77,"Glut","FEZF2","2","1458643401423100293","left","18"
0,78,"Glut","FEZF2","2","1458643401423100296","left","18"
0,79,"Glut","FEZF2","2","1458643401423100297","left","18"
0,76,"Glut","FEZF2","2","1458643401423100299","left","18"
0,79,"GABA","FEZF2","2","1458643401423100304","left","18"
0,77,"Glut","FEZF2","2","1458643401423100307","left","18"
0,79,"Glut","FEZF2","2","1458643401423100308","left","18"
0,79,"Glut","FEZF2","2","1458643401423100311","left","18"
0,80,"Glut","FEZF2","2","1458643401423100317","left","18"
0,77,"Glut","FEZF2","2","1458643401423100319","left","18"
0,80,"Glut","FEZF2","2","1458643401423100322","left","18"
1,72,"Glut","FEZF2","2","1458643401423200133","left","18"
0,77,"Glut","FEZF2","2","1458643401423200246","left","18"
0,81,"Glut","FEZF2","2","1458643401423200252","left","18"
0,80,"Glut","FEZF2","2","1458643401423200265","left","18"
1,61,"Glut","FEZF2","2","1458643401424100022","left","18"
2,62,"Glut","FEZF2","2","1458643401424100025","left","18"
0,61,"GABA","FEZF2","2","1458643401424100028","left","18"
2,62,"Glut","FEZF2","2","1458643401424100036","left","18"
2,62,"Glut","FEZF2","2","1458643401424100040","left","18"
7,63,"Glut","FEZF2","2","1458643401424100041","left","18"
1,62,"Glut","FEZF2","2","1458643401424100043","left","18"
4,63,"Glut","FEZF2","2","1458643401424100054","left","18"
1,63,"GABA","FEZF2","2","1458643401424100056","left","18"
0,64,"GABA","FEZF2","2","1458643401424100060","left","18"
0,64,"GABA","FEZF2","2","1458643401424100062","left","18"
0,65,"GABA","FEZF2","2","1458643401424100068","left","18"
0,65,"GABA","FEZF2","2","1458643401424100074","left","18"
1,64,"Glut","FEZF2","2","1458643401424100075","left","18"
5,66,"Glut","FEZF2","2","1458643401424100076","left","18"
2,64,"Glut","FEZF2","2","1458643401424100081","left","18"
2,65,"Glut","FEZF2","2","1458643401424100086","left","18"
1,65,"Glut","FEZF2","2","1458643401424100093","left","18"
6,66,"Glut","FEZF2","2","1458643401424100094","left","18"
3,65,"Glut","FEZF2","2","1458643401424100098","left","18"
0,67,"Glut","FEZF2","2","1458643401424100100","left","18"
0,65,"GABA","FEZF2","2","1458643401424100104","left","18"
0,67,"Glut","FEZF2","2","1458643401424100112","left","18"
0,68,"GABA","FEZF2","2","1458643401424100115","left","18"
3,68,"Glut","FEZF2","2","1458643401424100117","left","18"
0,69,"Glut","FEZF2","2","1458643401424100129","left","18"
0,69,"Glut","FEZF2","2","1458643401424100130","left","18"
3,68,"Glut","FEZF2","2","1458643401424100131","left","18"
1,68,"Glut","FEZF2","2","1458643401424100134","left","18"
4,70,"Glut","FEZF2","2","1458643401424100137","left","18"
1,70,"Glut","FEZF2","2","1458643401424100148","left","18"
0,70,"Glut","FEZF2","2","1458643401424100149","left","18"
0,69,"Glut","FEZF2","2","1458643401424100152","left","18"
0,70,"Glut","FEZF2","2","1458643401424100156","left","18"
0,70,"Glut","FEZF2","2","1458643401424100162","left","18"
0,70,"GABA","FEZF2","2","1458643401424100165","left","18"
0,70,"Glut","FEZF2","2","1458643401424100170","left","18"
0,71,"Glut","FEZF2","2","1458643401424100172","left","18"
0,72,"Glut","FEZF2","2","1458643401424100182","left","18"
0,73,"Glut","FEZF2","2","1458643401424100185","left","18"
0,71,"Glut","FEZF2","2","1458643401424100190","left","18"
0,72,"Glut","FEZF2","2","1458643401424100192","left","18"
0,72,"GABA","FEZF2","2","1458643401424100196","left","18"
0,72,"Glut","FEZF2","2","1458643401424100198","left","18"
0,73,"GABA","FEZF2","2","1458643401424100201","left","18"
0,73,"Glut","FEZF2","2","1458643401424100206","left","18"
0,73,"Glut","FEZF2","2","1458643401424100207","left","18"
0,73,"Glut","FEZF2","2","1458643401424100210","left","18"
0,73,"Glut","FEZF2","2","1458643401424100212","left","18"
1,73,"Glut","FEZF2","2","1458643401424100215","left","18"
0,73,"Glut","FEZF2","2","1458643401424100218","left","18"
0,73,"Glut","FEZF2","2","1458643401424100221","left","18"
0,74,"Glut","FEZF2","2","1458643401424100222","left","18"
0,73,"Glut","FEZF2","2","1458643401424100225","left","18"
0,75,"Glut","FEZF2","2","1458643401424100231","left","18"
0,74,"Glut","FEZF2","2","1458643401424100232","left","18"
0,74,"Glut","FEZF2","2","1458643401424100233","left","18"
0,74,"Glut","FEZF2","2","1458643401424100234","left","18"
0,75,"Glut","FEZF2","2","1458643401424100236","left","18"
0,74,"Glut","FEZF2","2","1458643401424100237","left","18"
0,73,"Glut","FEZF2","2","1458643401424100239","left","18"
0,74,"Glut","FEZF2","2","1458643401424100240","left","18"
0,74,"Glut","FEZF2","2","1458643401424100241","left","18"
0,75,"Glut","FEZF2","2","1458643401424100244","left","18"
0,75,"Glut","FEZF2","2","1458643401424100249","left","18"
0,76,"Glut","FEZF2","2","1458643401424100250","left","18"
0,75,"Glut","FEZF2","2","1458643401424100251","left","18"
0,75,"Glut","FEZF2","2","1458643401424100254","left","18"
0,75,"Glut","FEZF2","2","1458643401424100255","left","18"
0,75,"Glut","FEZF2","2","1458643401424100260","left","18"
0,75,"Glut","FEZF2","2","1458643401424100261","left","18"
0,75,"GABA","FEZF2","2","1458643401424100264","left","18"
0,75,"Glut","FEZF2","2","1458643401424100265","left","18"
0,76,"Glut","FEZF2","2","1458643401424100266","left","18"
0,76,"Glut","FEZF2","2","1458643401424100268","left","18"
0,76,"GABA","FEZF2","2","1458643401424100272","left","18"
0,76,"Glut","FEZF2","2","1458643401424100273","left","18"
0,77,"Glut","FEZF2","2","1458643401424100274","left","18"
0,74,"Glut","FEZF2","2","1458643401424200196","left","18"
3,59,"Glut","FEZF2","2","1458643401425100016","left","18"
9,59,"Glut","FEZF2","2","1458643401425100018","left","18"
1,60,"Glut","FEZF2","2","1458643401425100022","left","18"
3,60,"Glut","FEZF2","2","1458643401425100027","left","18"
0,61,"GABA","FEZF2","2","1458643401425100031","left","18"
2,60,"GABA","FEZF2","2","1458643401425100032","left","18"
7,61,"Glut","FEZF2","2","1458643401425100037","left","18"
1,61,"Glut","FEZF2","2","1458643401425100038","left","18"
0,61,"Glut","FEZF2","2","1458643401425100041","left","18"
1,61,"Glut","FEZF2","2","1458643401425100043","left","18"
2,61,"GABA","FEZF2","2","1458643401425100049","left","18"
0,62,"Glut","FEZF2","2","1458643401425100051","left","18"
2,61,"Glut","FEZF2","2","1458643401425100052","left","18"
2,62,"Glut","FEZF2","2","1458643401425100053","left","18"
1,62,"GABA","FEZF2","2","1458643401425100056","left","18"
3,62,"Glut","FEZF2","2","1458643401425100058","left","18"
1,62,"Glut","FEZF2","2","1458643401425100059","left","18"
4,63,"Glut","FEZF2","2","1458643401425100067","left","18"
0,64,"Glut","FEZF2","2","1458643401425100074","left","18"
1,64,"GABA","FEZF2","2","1458643401425100077","left","18"
0,64,"GABA","FEZF2","2","1458643401425100078","left","18"
0,63,"GABA","FEZF2","2","1458643401425100081","left","18"
6,64,"Glut","FEZF2","2","1458643401425100082","left","18"
6,64,"Glut","FEZF2","2","1458643401425100085","left","18"
1,64,"Glut","FEZF2","2","1458643401425100089","left","18"
2,65,"Glut","FEZF2","2","1458643401425100101","left","18"
6,65,"Glut","FEZF2","2","1458643401425100102","left","18"
0,66,"Glut","FEZF2","2","1458643401425100105","left","18"
0,65,"GABA","FEZF2","2","1458643401425100108","left","18"
1,65,"Glut","FEZF2","2","1458643401425100109","left","18"
2,65,"Glut","FEZF2","2","1458643401425100111","left","18"
1,66,"Glut","FEZF2","2","1458643401425100112","left","18"
3,65,"Glut","FEZF2","2","1458643401425100115","left","18"
2,66,"Glut","FEZF2","2","1458643401425100116","left","18"
1,66,"Glut","FEZF2","2","1458643401425100117","left","18"
1,66,"Glut","FEZF2","2","1458643401425100120","left","18"
0,66,"Glut","FEZF2","2","1458643401425100124","left","18"
0,66,"Glut","FEZF2","2","1458643401425100126","left","18"
0,66,"GABA","FEZF2","2","1458643401425100127","left","18"
2,67,"Glut","FEZF2","2","1458643401425100130","left","18"
1,67,"GABA","FEZF2","2","1458643401425100133","left","18"
0,68,"Glut","FEZF2","2","1458643401425100140","left","18"
0,68,"Glut","FEZF2","2","1458643401425100144","left","18"
0,68,"Glut","FEZF2","2","1458643401425100145","left","18"
0,68,"GABA","FEZF2","2","1458643401425100148","left","18"
1,68,"GABA","FEZF2","2","1458643401425100151","left","18"
0,69,"Glut","FEZF2","2","1458643401425100158","left","18"
0,69,"Glut","FEZF2","2","1458643401425100159","left","18"
0,69,"Glut","FEZF2","2","1458643401425100161","left","18"
0,69,"GABA","FEZF2","2","1458643401425100164","left","18"
0,70,"Glut","FEZF2","2","1458643401425100166","left","18"
0,69,"Glut","FEZF2","2","1458643401425100169","left","18"
0,69,"Glut","FEZF2","2","1458643401425100170","left","18"
0,70,"Glut","FEZF2","2","1458643401425100174","left","18"
0,70,"Glut","FEZF2","2","1458643401425100176","left","18"
0,70,"Glut","FEZF2","2","1458643401425100180","left","18"
0,70,"Glut","FEZF2","2","1458643401425100182","left","18"
0,70,"Glut","FEZF2","2","1458643401425100185","left","18"
1,70,"Glut","FEZF2","2","1458643401425100186","left","18"
1,70,"Glut","FEZF2","2","1458643401425100190","left","18"
0,70,"Glut","FEZF2","2","1458643401425100192","left","18"
0,70,"Glut","FEZF2","2","1458643401425100193","left","18"
0,71,"Glut","FEZF2","2","1458643401425100196","left","18"
0,70,"Glut","FEZF2","2","1458643401425100197","left","18"
0,71,"Glut","FEZF2","2","1458643401425100198","left","18"
0,70,"Glut","FEZF2","2","1458643401425100199","left","18"
0,71,"Glut","FEZF2","2","1458643401425100200","left","18"
0,70,"Glut","FEZF2","2","1458643401425100202","left","18"
0,71,"Glut","FEZF2","2","1458643401425100203","left","18"
0,71,"Glut","FEZF2","2","1458643401425100204","left","18"
0,71,"Glut","FEZF2","2","1458643401425100207","left","18"
0,71,"Glut","FEZF2","2","1458643401425100209","left","18"
0,71,"Glut","FEZF2","2","1458643401425100213","left","18"
0,71,"Glut","FEZF2","2","1458643401425100215","left","18"
0,71,"Glut","FEZF2","2","1458643401425100219","left","18"
0,71,"Glut","FEZF2","2","1458643401425100220","left","18"
0,71,"Glut","FEZF2","2","1458643401425100225","left","18"
0,71,"Glut","FEZF2","2","1458643401425100226","left","18"
0,72,"Glut","FEZF2","2","1458643401425100228","left","18"
0,72,"Glut","FEZF2","2","1458643401425100231","left","18"
0,72,"Glut","FEZF2","2","1458643401425100236","left","18"
0,72,"Glut","FEZF2","2","1458643401425100237","left","18"
0,72,"Glut","FEZF2","2","1458643401425100238","left","18"
0,73,"Glut","FEZF2","2","1458643401425100240","left","18"
0,74,"Glut","FEZF2","2","1458643401425100242","left","18"
0,72,"Glut","FEZF2","2","1458643401425100243","left","18"
0,74,"Glut","FEZF2","2","1458643401425100244","left","18"
0,72,"Glut","FEZF2","2","1458643401425100245","left","18"
0,73,"Glut","FEZF2","2","1458643401425100248","left","18"
0,73,"Glut","FEZF2","2","1458643401425100249","left","18"
0,74,"Glut","FEZF2","2","1458643401425100250","left","18"
0,73,"Glut","FEZF2","2","1458643401425100251","left","18"
0,74,"Glut","FEZF2","2","1458643401425100257","left","18"
0,73,"Glut","FEZF2","2","1458643401425100262","left","18"
0,75,"Glut","FEZF2","2","1458643401425100263","left","18"
0,74,"Glut","FEZF2","2","1458643401425100264","left","18"
0,75,"Glut","FEZF2","2","1458643401425100265","left","18"
0,73,"Glut","FEZF2","2","1458643401425100267","left","18"
0,74,"Glut","FEZF2","2","1458643401425100269","left","18"
0,74,"Glut","FEZF2","2","1458643401425100272","left","18"
0,74,"Glut","FEZF2","2","1458643401425100274","left","18"
0,75,"Glut","FEZF2","2","1458643401425100275","left","18"
0,74,"Glut","FEZF2","2","1458643401425100276","left","18"
0,74,"GABA","FEZF2","2","1458643401425100278","left","18"
1,74,"Glut","FEZF2","2","1458643401425100280","left","18"
0,75,"Glut","FEZF2","2","1458643401425100282","left","18"
0,75,"Glut","FEZF2","2","1458643401425100283","left","18"
0,75,"Glut","FEZF2","2","1458643401425100285","left","18"
0,76,"Glut","FEZF2","2","1458643401425100289","left","18"
0,76,"Glut","FEZF2","2","1458643401425100290","left","18"
0,76,"Glut","FEZF2","2","1458643401425100292","left","18"
0,76,"Glut","FEZF2","2","1458643401425100295","left","18"
0,76,"Glut","FEZF2","2","1458643401425100296","left","18"
0,76,"Glut","FEZF2","2","1458643401425100299","left","18"
0,76,"Glut","FEZF2","2","1458643401425100301","left","18"
0,74,"Glut","FEZF2","2","1458643401425200239","left","18"
3,60,"Glut","FEZF2","2","1458643401426100021","left","18"
0,60,"Glut","FEZF2","2","1458643401426100024","left","18"
2,60,"GABA","FEZF2","2","1458643401426100025","left","18"
2,61,"Glut","FEZF2","2","1458643401426100041","left","18"
1,61,"Glut","FEZF2","2","1458643401426100043","left","18"
3,61,"Glut","FEZF2","2","1458643401426100044","left","18"
7,61,"Glut","FEZF2","2","1458643401426100045","left","18"
2,61,"Glut","FEZF2","2","1458643401426100047","left","18"
13,61,"Glut","FEZF2","2","1458643401426100048","left","18"
1,62,"Glut","FEZF2","2","1458643401426100053","left","18"
2,62,"Glut","FEZF2","2","1458643401426100054","left","18"
3,62,"Glut","FEZF2","2","1458643401426100060","left","18"
0,62,"Glut","FEZF2","2","1458643401426100063","left","18"
0,63,"Glut","FEZF2","2","1458643401426100065","left","18"
1,63,"Glut","FEZF2","2","1458643401426100066","left","18"
3,63,"Glut","FEZF2","2","1458643401426100067","left","18"
6,63,"Glut","FEZF2","2","1458643401426100070","left","18"
1,63,"Glut","FEZF2","2","1458643401426100071","left","18"
0,63,"Glut","FEZF2","2","1458643401426100074","left","18"
1,63,"GABA","FEZF2","2","1458643401426100077","left","18"
2,64,"Glut","FEZF2","2","1458643401426100078","left","18"
0,64,"Glut","FEZF2","2","1458643401426100079","left","18"
2,64,"Glut","FEZF2","2","1458643401426100083","left","18"
0,64,"Glut","FEZF2","2","1458643401426100084","left","18"
1,64,"Glut","FEZF2","2","1458643401426100085","left","18"
0,64,"Glut","FEZF2","2","1458643401426100086","left","18"
1,64,"Glut","FEZF2","2","1458643401426100089","left","18"
0,65,"Glut","FEZF2","2","1458643401426100091","left","18"
0,65,"Glut","FEZF2","2","1458643401426100101","left","18"
2,65,"Glut","FEZF2","2","1458643401426100102","left","18"
1,66,"Glut","FEZF2","2","1458643401426100103","left","18"
2,66,"Glut","FEZF2","2","1458643401426100106","left","18"
4,66,"Glut","FEZF2","2","1458643401426100112","left","18"
0,66,"Glut","FEZF2","2","1458643401426100113","left","18"
2,66,"Glut","FEZF2","2","1458643401426100114","left","18"
2,66,"Glut","FEZF2","2","1458643401426100115","left","18"
0,67,"Glut","FEZF2","2","1458643401426100120","left","18"
2,67,"Glut","FEZF2","2","1458643401426100122","left","18"
0,67,"GABA","FEZF2","2","1458643401426100125","left","18"
3,67,"Glut","FEZF2","2","1458643401426100127","left","18"
1,67,"Glut","FEZF2","2","1458643401426100129","left","18"
0,67,"Glut","FEZF2","2","1458643401426100131","left","18"
0,67,"Glut","FEZF2","2","1458643401426100134","left","18"
0,68,"Glut","FEZF2","2","1458643401426100135","left","18"
0,68,"Glut","FEZF2","2","1458643401426100139","left","18"
0,68,"GABA","FEZF2","2","1458643401426100140","left","18"
0,68,"Glut","FEZF2","2","1458643401426100141","left","18"
0,68,"Glut","FEZF2","2","1458643401426100143","left","18"
0,68,"GABA","FEZF2","2","1458643401426100145","left","18"
0,68,"Glut","FEZF2","2","1458643401426100146","left","18"
0,69,"Glut","FEZF2","2","1458643401426100147","left","18"
0,68,"Glut","FEZF2","2","1458643401426100148","left","18"
0,69,"Glut","FEZF2","2","1458643401426100150","left","18"
0,69,"Glut","FEZF2","2","1458643401426100155","left","18"
0,69,"Glut","FEZF2","2","1458643401426100158","left","18"
0,69,"GABA","FEZF2","2","1458643401426100162","left","18"
0,70,"Glut","FEZF2","2","1458643401426100168","left","18"
0,70,"Glut","FEZF2","2","1458643401426100174","left","18"
1,70,"GABA","FEZF2","2","1458643401426100182","left","18"
0,70,"Glut","FEZF2","2","1458643401426100183","left","18"
0,70,"Glut","FEZF2","2","1458643401426100184","left","18"
0,70,"Glut","FEZF2","2","1458643401426100185","left","18"
0,70,"Glut","FEZF2","2","1458643401426100186","left","18"
0,70,"Glut","FEZF2","2","1458643401426100188","left","18"
0,71,"Glut","FEZF2","2","1458643401426100191","left","18"
0,70,"GABA","FEZF2","2","1458643401426100192","left","18"
0,70,"Glut","FEZF2","2","1458643401426100193","left","18"
0,71,"Glut","FEZF2","2","1458643401426100197","left","18"
0,71,"Glut","FEZF2","2","1458643401426100198","left","18"
0,71,"Glut","FEZF2","2","1458643401426100199","left","18"
0,71,"GABA","FEZF2","2","1458643401426100202","left","18"
1,71,"Glut","FEZF2","2","1458643401426100203","left","18"
0,71,"Glut","FEZF2","2","1458643401426100205","left","18"
0,72,"Glut","FEZF2","2","1458643401426100206","left","18"
0,71,"Glut","FEZF2","2","1458643401426100208","left","18"
0,71,"Glut","FEZF2","2","1458643401426100209","left","18"
2,72,"Glut","FEZF2","2","1458643401426100211","left","18"
0,72,"Glut","FEZF2","2","1458643401426100212","left","18"
0,73,"Glut","FEZF2","2","1458643401426100214","left","18"
0,72,"Glut","FEZF2","2","1458643401426100218","left","18"
0,72,"Glut","FEZF2","2","1458643401426100219","left","18"
0,72,"Glut","FEZF2","2","1458643401426100221","left","18"
0,72,"Glut","FEZF2","2","1458643401426100222","left","18"
0,72,"Glut","FEZF2","2","1458643401426100224","left","18"
0,72,"Glut","FEZF2","2","1458643401426100225","left","18"
0,73,"Glut","FEZF2","2","1458643401426100227","left","18"
0,74,"Glut","FEZF2","2","1458643401426100228","left","18"
0,73,"Glut","FEZF2","2","1458643401426100229","left","18"
0,74,"Glut","FEZF2","2","1458643401426100230","left","18"
0,73,"Glut","FEZF2","2","1458643401426100231","left","18"
0,73,"Glut","FEZF2","2","1458643401426100232","left","18"
0,73,"Glut","FEZF2","2","1458643401426100235","left","18"
0,73,"Glut","FEZF2","2","1458643401426100237","left","18"
0,73,"Glut","FEZF2","2","1458643401426100238","left","18"
0,73,"Glut","FEZF2","2","1458643401426100240","left","18"
0,73,"Glut","FEZF2","2","1458643401426100242","left","18"
0,73,"Glut","FEZF2","2","1458643401426100243","left","18"
0,73,"Glut","FEZF2","2","1458643401426100244","left","18"
0,73,"Glut","FEZF2","2","1458643401426100246","left","18"
0,74,"Glut","FEZF2","2","1458643401426100247","left","18"
0,74,"Glut","FEZF2","2","1458643401426100249","left","18"
0,74,"Glut","FEZF2","2","1458643401426100250","left","18"
0,74,"Glut","FEZF2","2","1458643401426100253","left","18"
0,73,"Glut","FEZF2","2","1458643401426100255","left","18"
0,74,"Glut","FEZF2","2","1458643401426100256","left","18"
0,75,"Glut","FEZF2","2","1458643401426100257","left","18"
0,74,"Glut","FEZF2","2","1458643401426100259","left","18"
0,74,"Glut","FEZF2","2","1458643401426100260","left","18"
0,74,"Glut","FEZF2","2","1458643401426100266","left","18"
